FOR UNITED STATES SENATOR ( 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KEVIN RYAN,,,,,ROBIN KELLY,,,,,JULIANA STRATTON,,,,,RAJA KRISHNAMOORTHI,,,,,STEVE BOTSFORD JR.,,,,,BRYAN MAXWELL,,,,,JONATHAN DEAN,,,,,SEAN BROWN,,,,,AWISI A. BUSTOS,,,,,CHRISTOPHER SWANN,,,,,Adam Delgado,,,,,
Precinct,Registered Voters,Early,Vote by Mail,Polling,Provisional,Total Votes,Early,Vote by Mail,Polling,Provisional,Total Votes,Early,Vote by Mail,Polling,Provisional,Total Votes,Early,Vote by Mail,Polling,Provisional,Total Votes,Early,Vote by Mail,Polling,Provisional,Total Votes,Early,Vote by Mail,Polling,Provisional,Total Votes,Early,Vote by Mail,Polling,Provisional,Total Votes,Early,Vote by Mail,Polling,Provisional,Total Votes,Early,Vote by Mail,Polling,Provisional,Total Votes,Early,Vote by Mail,Polling,Provisional,Total Votes,Early,Vote by Mail,Polling,Provisional,Total Votes,Total
Naperville 028,1330,5,3,2,0,10,10,3,11,0,24,21,16,48,0,85,21,21,21,0,63,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,1,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,188
Naperville 029,1102,0,6,6,0,12,4,4,13,0,21,23,23,53,0,99,11,27,32,0,70,0,1,0,0,1,1,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,207
Naperville 030,1150,3,3,4,0,10,10,6,7,0,23,26,31,45,0,102,46,40,32,0,118,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,260
Naperville 031,1243,0,2,2,0,4,16,5,8,0,29,41,34,33,0,108,37,60,17,0,114,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,260
Naperville 032,937,0,1,2,0,3,3,2,11,0,16,26,16,40,0,82,26,22,24,0,72,0,0,1,0,1,1,1,2,0,4,0,0,2,0,2,0,0,1,0,1,1,0,1,0,2,1,0,0,0,1,0,0,0,0,0,184
Naperville 033,1029,1,6,2,0,9,5,3,11,0,19,21,18,42,0,81,11,15,21,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,0,3,0,0,0,0,0,161
Naperville 034,1050,1,1,2,0,4,4,4,10,0,18,45,34,54,0,133,44,31,38,1,114,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274
Naperville 035,1241,4,1,6,0,11,5,6,18,0,29,30,25,55,0,110,30,35,57,0,122,0,0,1,0,1,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,3,0,3,0,0,0,0,0,282
Naperville 036,739,2,3,3,0,8,8,2,8,0,18,20,13,30,0,63,14,30,26,0,70,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,163
Naperville 037,1207,2,1,4,0,7,6,3,20,0,29,30,23,83,0,136,14,17,45,0,76,1,0,2,0,3,0,0,3,0,3,1,0,0,0,1,1,0,1,0,2,3,0,1,0,4,0,1,0,0,1,0,0,0,0,0,262
Naperville 038,1358,3,3,8,0,14,8,2,11,0,21,30,21,71,0,122,11,36,36,0,83,0,0,2,0,2,0,2,1,0,3,0,0,0,0,0,1,0,2,0,3,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,251
Naperville 039,1229,6,2,6,0,14,4,10,14,0,28,14,16,74,0,104,8,23,31,0,62,0,0,0,0,0,1,0,1,0,2,0,2,1,0,3,0,0,0,0,0,1,0,1,0,2,1,0,1,0,2,0,0,0,0,0,217
Naperville 040,731,1,2,1,0,4,4,5,13,0,22,20,10,31,0,61,8,8,9,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113
Naperville 041,1099,0,2,1,0,3,10,8,15,0,33,23,16,47,0,86,18,12,33,0,63,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,188
Naperville 042,1090,3,5,5,0,13,3,3,20,0,26,19,15,53,0,87,13,13,30,0,56,0,2,0,0,2,0,1,3,0,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,192
Naperville 043,1086,1,1,2,0,4,8,4,7,0,19,19,26,56,0,101,23,30,31,0,84,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212
Naperville 044,990,1,3,5,0,9,6,6,8,0,20,37,20,47,0,104,29,27,28,0,84,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,221
Naperville 045,961,0,2,2,0,4,9,4,14,0,27,26,15,40,0,81,36,35,25,0,96,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,211
Naperville 046,1297,2,3,7,0,12,4,9,16,0,29,32,49,77,0,158,24,18,36,0,78,1,0,0,0,1,0,1,2,0,3,0,1,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,285
Naperville 047,1263,2,7,4,0,13,8,5,23,0,36,24,11,78,0,113,7,24,42,0,73,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,2,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,242
Naperville 048,1169,0,2,1,0,3,6,3,16,0,25,19,17,57,0,93,4,30,17,0,51,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177
Naperville 049,1565,1,5,11,0,17,4,4,22,0,30,18,28,43,0,89,18,18,60,0,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,3,1,2,0,0,3,0,0,1,0,1,0,0,0,0,0,240
Naperville 050,1331,2,0,4,0,6,3,4,28,0,35,15,13,63,1,92,10,14,35,0,59,0,0,1,0,1,1,0,2,0,3,0,0,0,0,0,1,1,2,0,4,2,0,1,0,3,1,0,1,0,2,0,0,0,0,0,205
Naperville 051,1380,1,3,7,0,11,13,4,20,0,37,26,12,79,0,117,28,26,67,0,121,0,0,0,0,0,1,0,1,0,2,0,1,1,0,2,0,2,1,0,3,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,296
Naperville 052,1315,1,2,10,0,13,0,7,28,0,35,11,33,71,0,115,10,27,32,0,69,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,5,0,6,1,0,1,0,2,1,0,1,0,2,0,0,0,0,0,245
Naperville 053,1049,1,4,6,0,11,3,13,14,0,30,24,20,34,0,78,16,16,25,0,57,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,2,0,0,0,0,0,182
Naperville 054,1037,1,2,3,0,6,3,7,14,0,24,12,22,42,0,76,12,24,26,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,2,0,1,2,0,3,0,0,0,0,0,174
Naperville 055,1333,0,3,7,0,10,17,10,15,0,42,14,32,40,0,86,28,31,45,0,104,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244
Naperville 056,1315,1,4,5,0,10,2,4,22,0,28,20,15,44,0,79,22,28,53,0,103,0,0,1,0,1,0,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,227
Naperville 057,960,1,2,3,0,6,5,3,11,0,19,23,23,56,0,102,23,20,43,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215
Naperville 058,905,3,2,5,0,10,2,8,13,0,23,17,18,47,0,82,9,25,27,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,178
Wayne 001,1352,8,8,3,0,19,11,4,2,0,17,26,11,18,0,55,52,23,16,0,91,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,2,0,0,0,0,0,186
Wayne 002,1107,5,0,4,0,9,11,4,15,0,30,27,19,13,0,59,32,36,26,0,94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,196
Wayne 003,1036,3,2,5,0,10,6,4,3,0,13,17,5,11,0,33,40,26,31,0,97,2,0,0,0,2,0,0,1,0,1,0,0,2,0,2,0,1,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,161
Wayne 004,1074,4,0,10,0,14,3,8,4,0,15,12,9,19,0,40,38,24,27,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,161
Wayne 005,746,1,1,1,0,3,0,1,4,0,5,7,5,36,0,48,5,14,17,0,36,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,2,0,1,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,101
Wayne 006,852,0,3,8,0,11,8,6,6,0,20,15,6,26,0,47,24,20,26,0,70,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151
Wayne 007,1310,4,0,9,0,13,6,6,6,0,18,16,8,25,0,49,43,23,29,0,95,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,180
Wayne 008,917,6,0,4,0,10,5,0,8,0,13,23,8,17,0,48,28,23,25,0,76,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,152
Wayne 009,1036,4,0,3,0,7,4,2,6,0,12,14,13,27,0,54,40,19,23,0,82,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,160
Wayne 010,1091,8,6,2,0,16,8,5,12,0,25,7,13,27,0,47,26,24,39,0,89,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,2,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,183
Wayne 011,1082,2,2,4,0,8,15,2,11,0,28,10,8,20,0,38,26,34,40,0,100,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,177
Wayne 012,1255,4,0,3,0,7,10,12,11,0,33,16,24,27,0,67,30,29,26,0,85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193
Wayne 013,965,3,1,2,0,6,5,4,6,1,16,17,10,14,1,42,27,25,42,1,95,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,1,0,0,1,0,1,1,0,2,0,0,0,0,0,165
Wayne 014,1133,2,3,3,0,8,9,2,6,0,17,12,12,26,0,50,46,18,28,0,92,1,2,0,0,3,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2,2,0,1,0,3,0,0,0,0,0,178
Wayne 015,1171,1,3,2,0,6,13,6,12,0,31,9,5,21,0,35,46,19,29,0,94,0,0,1,0,1,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
Wayne 016,897,3,7,2,0,12,6,2,0,0,8,13,11,19,0,43,21,13,25,0,59,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2,0,0,2,0,2,0,2,0,0,2,0,0,0,0,0,131
Wayne 017,1228,3,1,6,0,10,9,0,8,0,17,7,13,27,0,47,45,32,43,0,120,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,201
Wayne 018,705,0,2,2,0,4,3,1,4,0,8,5,2,16,0,23,7,8,21,0,36,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,77
Wayne 019,1137,3,0,2,0,5,5,6,4,0,15,8,15,13,0,36,7,19,23,0,49,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109
Wayne 020,1340,1,4,1,0,6,0,4,6,0,10,11,8,25,0,44,29,22,29,0,80,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143
Wayne 021,1154,1,1,3,0,5,5,3,7,0,15,11,14,21,0,46,22,13,24,0,59,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
Wayne 022,952,0,0,1,0,1,3,1,12,0,16,13,3,17,0,33,22,25,18,0,65,0,1,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,121
Wayne 023,1077,1,0,1,0,2,7,3,6,0,16,11,16,13,0,40,23,21,37,0,81,0,0,0,0,0,1,0,1,0,2,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,145
Wayne 024,945,3,1,3,0,7,8,2,11,0,21,6,6,18,0,30,9,21,36,0,66,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,127
Wayne 025,1003,6,1,5,0,12,10,2,7,0,19,6,2,18,0,26,23,28,31,0,82,1,3,0,0,4,1,1,0,0,2,1,0,0,0,1,0,0,0,0,0,2,0,1,0,3,0,0,1,0,1,0,0,0,0,0,150
Wayne 026,1128,0,1,3,0,4,2,5,9,0,16,12,10,31,0,53,12,15,41,0,68,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144
Wayne 027,1046,2,0,4,0,6,8,1,15,0,24,9,10,24,0,43,28,22,60,0,110,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,186
Wayne 028,1099,3,3,6,0,12,9,1,10,0,20,5,7,20,0,32,20,39,38,0,97,0,0,0,0,0,0,1,0,0,1,0,0,2,0,2,1,0,0,0,1,5,0,2,0,7,0,0,0,0,0,0,0,0,0,0,172
Wayne 029,940,2,5,8,0,15,6,2,7,0,15,2,9,29,0,40,11,25,41,0,77,0,2,0,0,2,0,0,0,0,0,0,0,2,0,2,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,154
Wayne 030,1194,2,5,4,0,11,7,4,17,0,28,8,17,24,0,49,27,41,53,0,121,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212
Wayne 031,1079,1,4,4,0,9,12,4,14,0,30,7,17,15,0,39,18,32,44,0,94,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,176
Wayne 032,1028,1,5,3,0,9,5,1,10,0,16,1,12,19,0,32,19,29,32,0,80,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,2,0,2,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,145
Wayne 033,1246,0,0,5,0,5,2,7,10,0,19,7,23,28,0,58,9,21,15,0,45,0,0,0,0,0,0,2,4,0,6,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136
Wayne 034,838,2,2,2,0,6,6,1,5,0,12,13,9,15,0,37,22,24,39,0,85,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,144
Wayne 035,702,1,0,0,0,1,6,3,1,0,10,9,12,18,0,39,17,14,20,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
Wayne 036,1123,4,6,6,0,16,5,10,21,0,36,13,15,39,0,67,19,46,43,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,231
Wayne 037,1117,2,3,2,0,7,3,2,8,0,13,6,5,24,0,35,23,21,30,0,74,0,0,3,0,3,0,0,1,0,1,0,0,2,0,2,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,138
Wayne 038,1309,1,2,2,0,5,0,8,8,0,16,5,23,37,0,65,0,39,24,0,63,0,1,0,0,1,2,1,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,155
Wayne 039,1425,2,3,4,0,9,7,11,18,0,36,18,10,31,0,59,23,21,31,0,75,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182
Wayne 040,1001,0,8,0,0,8,3,4,9,1,17,20,5,16,0,41,14,31,10,0,55,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,125
Wayne 041,1093,2,1,4,0,7,7,3,5,0,15,11,18,20,0,49,21,26,31,0,78,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
Wayne 042,917,2,3,1,0,6,3,6,2,0,11,15,7,28,0,50,10,27,24,0,61,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
Wayne 043,971,2,2,1,0,5,4,6,5,0,15,7,22,24,0,53,20,19,13,0,52,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,129
Winfield 001,1187,2,2,20,0,24,4,8,20,0,32,15,17,44,0,76,15,18,34,0,67,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,1,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,207
Winfield 002,1101,6,7,5,0,18,5,6,12,0,23,17,6,34,0,57,31,23,37,0,91,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,192
Winfield 003,1129,2,7,5,0,14,6,4,2,0,12,23,18,19,0,60,19,18,18,0,55,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,1,0,0,1,0,0,0,0,0,148
Winfield 004,1197,4,6,1,0,11,11,7,10,0,28,16,25,43,0,84,34,32,32,0,98,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,4,0,4,0,0,2,0,2,1,1,0,0,2,0,0,0,0,0,232
Winfield 005,1361,4,0,10,0,14,11,4,13,0,28,11,18,67,0,96,18,33,37,0,88,0,0,1,0,1,1,0,2,0,3,0,0,2,0,2,1,1,0,0,2,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,237
Winfield 006,1117,1,8,11,0,20,8,5,18,0,31,3,10,33,1,47,16,19,36,0,71,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,173
Winfield 007,982,4,5,3,0,12,8,1,3,0,12,20,25,17,0,62,39,36,14,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176
Winfield 008,1079,3,5,2,0,10,4,3,11,0,18,9,32,29,0,70,29,29,29,0,87,0,0,0,0,0,2,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,190
Winfield 009,1286,5,5,10,0,20,2,3,11,0,16,9,10,40,0,59,11,23,16,0,50,1,0,0,0,1,0,1,4,0,5,0,1,0,0,1,0,0,2,0,2,1,1,2,0,4,0,0,3,0,3,0,0,0,0,0,161
Winfield 010,1213,1,5,16,0,22,1,3,8,0,12,11,13,47,1,72,4,24,22,0,50,0,0,0,0,0,0,0,1,0,1,0,1,1,0,2,1,0,1,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,163
Winfield 011,875,2,0,2,0,4,2,10,6,0,18,5,4,34,0,43,6,19,15,0,40,0,0,0,0,0,1,2,0,0,3,0,0,1,0,1,0,1,0,0,1,0,1,1,0,2,0,0,4,0,4,0,0,0,0,0,116
Winfield 012,1103,2,0,4,0,6,5,1,7,0,13,2,9,33,0,44,12,11,14,0,37,1,1,0,0,2,1,0,1,0,2,0,1,1,0,2,1,0,2,0,3,0,1,2,0,3,0,0,1,0,1,0,0,0,0,0,113
Winfield 013,1444,3,5,14,0,22,5,2,10,0,17,9,13,47,0,69,9,13,29,1,52,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,0,1,0,2,1,1,1,0,3,0,0,0,0,0,169
Winfield 014,963,3,6,5,0,14,4,8,4,0,16,10,21,39,0,70,7,21,32,0,60,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,2,2,0,4,0,0,0,0,0,169
Winfield 015,1204,4,13,10,0,27,6,9,19,0,34,22,17,51,0,90,20,36,44,0,100,0,0,0,0,0,1,2,1,0,4,0,1,1,0,2,1,0,2,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,261
Winfield 016,1160,6,3,5,0,14,9,7,16,0,32,17,22,44,0,83,39,37,35,0,111,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,245
Winfield 017,1052,4,0,7,0,11,4,8,15,0,27,9,27,41,0,77,17,33,21,0,71,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,192
Winfield 018,1133,4,6,4,0,14,7,11,11,0,29,36,29,49,2,116,30,32,29,0,91,0,0,1,0,1,0,1,2,0,3,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257
Winfield 019,918,1,3,5,0,9,3,6,8,0,17,16,14,22,0,52,23,25,23,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,152
Winfield 020,850,1,3,3,0,7,4,3,6,0,13,10,16,13,0,39,8,16,18,0,42,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,2,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,108
Winfield 021,940,2,4,3,0,9,9,6,5,0,20,18,18,39,0,75,17,17,13,0,47,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,156
Winfield 022,1358,0,4,8,0,12,2,8,17,0,27,14,21,69,0,104,9,29,23,0,61,0,1,0,0,1,1,0,0,0,1,0,0,2,0,2,0,1,3,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,213
Winfield 023,937,6,2,3,0,11,4,1,8,0,13,21,19,42,0,82,16,18,16,0,50,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159
Winfield 024,1130,3,6,3,0,12,6,3,8,0,17,13,20,38,0,71,15,12,21,1,49,0,0,0,0,0,1,5,0,0,6,0,0,0,0,0,0,0,2,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,159
Winfield 025,840,3,7,6,0,16,6,2,8,0,16,19,7,29,0,55,17,22,30,0,69,0,1,1,0,2,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,161
Winfield 026,874,4,4,2,0,10,7,6,6,0,19,19,5,27,0,51,27,31,22,0,80,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,165
Winfield 027,962,3,1,6,0,10,1,5,3,0,9,15,22,38,0,75,9,16,28,0,53,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,2,1,0,0,0,1,0,2,0,0,2,0,0,0,0,0,155
York 001,1114,2,2,8,0,12,4,0,22,0,26,15,20,32,0,67,11,29,40,0,80,0,0,1,0,1,0,0,2,0,2,0,0,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,194
York 002,992,4,6,11,0,21,2,11,11,0,24,21,25,39,0,85,17,20,30,0,67,0,0,0,0,0,0,2,2,0,4,0,1,1,0,2,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,206
York 003,991,4,2,6,0,12,8,5,7,0,20,12,15,49,0,76,13,24,35,0,72,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182
York 004,1188,0,1,8,0,9,7,4,9,0,20,15,17,44,0,76,16,33,51,0,100,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,209
York 005,581,1,2,4,0,7,1,3,5,0,9,3,4,17,0,24,5,6,18,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
York 006,1018,5,3,5,0,13,9,1,17,0,27,20,12,37,0,69,22,25,33,0,80,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,1,0,2,0,3,0,2,1,0,3,0,0,0,0,0,199
York 007,1096,7,0,5,0,12,14,6,12,0,32,19,11,38,0,68,29,18,31,0,78,0,0,0,0,0,2,1,1,0,4,0,0,1,0,1,0,2,1,0,3,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,200
York 008,860,4,2,4,0,10,6,4,9,0,19,9,13,23,0,45,12,16,22,0,50,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,0,2,1,0,0,0,1,0,0,4,0,4,0,0,0,0,0,133
York 009,1085,2,1,4,0,7,13,9,15,0,37,25,21,35,0,81,39,26,17,0,82,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,210
