JoinField,JoinField_alt,Toni Preckwinkle,Brendan Reilly,Total Voters
COOK:9700073,COOK:Worth Precinct 73,114,93,207
COOK:9700074,COOK:Worth Precinct 74,124,93,217
COOK:9700075,COOK:Worth Precinct 75,104,98,202
COOK:9700076,COOK:Worth Precinct 76,104,113,217
COOK:9700077,COOK:Worth Precinct 77,64,55,119
COOK:9700078,COOK:Worth Precinct 78,97,83,180
COOK:9700079,COOK:Worth Precinct 79,94,78,172
COOK:9700080,COOK:Worth Precinct 80,140,76,216
COOK:9700081,COOK:Worth Precinct 81,28,27,55
COOK:9700082,COOK:Worth Precinct 82,93,97,190
,COOK:Suburban Cook County,201393,102195,303588
