UNIQUE_ID,JurisName,COUNTYFP,CountyName,PrecinctName,Registration,NAME20,ContestName,Write-In,Beverly Miles,Jb Pritzker
WILLIAMSON-:-HERRIN 9,WILLIAMSON,199,WILLIAMSON,HERRIN 9,671,WILLIAMSON:HERRIN 9,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,16
WILLIAMSON-:-HERRIN 12,WILLIAMSON,199,WILLIAMSON,HERRIN 12,663,WILLIAMSON:HERRIN 12,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,24
WILLIAMSON-:-CARTERVILLE 1,WILLIAMSON,199,WILLIAMSON,CARTERVILLE 1,508,WILLIAMSON:CARTERVILLE 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,18
WILLIAMSON-:-EAST MARION 2,WILLIAMSON,199,WILLIAMSON,EAST MARION 2,359,WILLIAMSON:EAST MARION 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,12
WILLIAMSON-:-BLAIRSVILLE 4,WILLIAMSON,199,WILLIAMSON,BLAIRSVILLE 4,606,WILLIAMSON:BLAIRSVILLE 4,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,11
WILLIAMSON-:-WEST MARION 10,WILLIAMSON,199,WILLIAMSON,WEST MARION 10,656,WILLIAMSON:WEST MARION 10,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,30
WILLIAMSON-:-HERRIN 6,WILLIAMSON,199,WILLIAMSON,HERRIN 6,592,WILLIAMSON:HERRIN 6,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,21
WILLIAMSON-:-SOUTHERN 2,WILLIAMSON,199,WILLIAMSON,SOUTHERN 2,904,WILLIAMSON:SOUTHERN 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,24
WILLIAMSON-:-LAKE CREEK 3,WILLIAMSON,199,WILLIAMSON,LAKE CREEK 3,665,WILLIAMSON:LAKE CREEK 3,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,13
WILLIAMSON-:-STONEFORT 1,WILLIAMSON,199,WILLIAMSON,STONEFORT 1,597,WILLIAMSON:STONEFORT 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,6
WILLIAMSON-:-BLAIRSVILLE 2,WILLIAMSON,199,WILLIAMSON,BLAIRSVILLE 2,153,WILLIAMSON:BLAIRSVILLE 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,6
WILLIAMSON-:-BLAIRSVILLE 5,WILLIAMSON,199,WILLIAMSON,BLAIRSVILLE 5,759,WILLIAMSON:BLAIRSVILLE 5,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,13
WILLIAMSON-:-HERRIN 13,WILLIAMSON,199,WILLIAMSON,HERRIN 13,437,WILLIAMSON:HERRIN 13,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,10
WILLIAMSON-:-HERRIN 1,WILLIAMSON,199,WILLIAMSON,HERRIN 1,517,WILLIAMSON:HERRIN 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,14
WILLIAMSON-:-HERRIN 4,WILLIAMSON,199,WILLIAMSON,HERRIN 4,892,WILLIAMSON:HERRIN 4,GOVERNOR AND LIEUTENANT GOVERNOR,0,11,39
WILLIAMSON-:-HERRIN 7,WILLIAMSON,199,WILLIAMSON,HERRIN 7,928,WILLIAMSON:HERRIN 7,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,31
WILLIAMSON-:-WEST MARION 4,WILLIAMSON,199,WILLIAMSON,WEST MARION 4,1103,WILLIAMSON:WEST MARION 4,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,35
WILLIAMSON-:-WEST MARION 7,WILLIAMSON,199,WILLIAMSON,WEST MARION 7,847,WILLIAMSON:WEST MARION 7,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,39
WILLIAMSON-:-CORINTH 1,WILLIAMSON,199,WILLIAMSON,CORINTH 1,639,WILLIAMSON:CORINTH 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,7
WILLIAMSON-:-CRAB ORCHARD 2,WILLIAMSON,199,WILLIAMSON,CRAB ORCHARD 2,395,WILLIAMSON:CRAB ORCHARD 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,13
WILLIAMSON-:-CREAL SPRINGS 2,WILLIAMSON,199,WILLIAMSON,CREAL SPRINGS 2,1186,WILLIAMSON:CREAL SPRINGS 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,34
WILLIAMSON-:-HERRIN 11,WILLIAMSON,199,WILLIAMSON,HERRIN 11,580,WILLIAMSON:HERRIN 11,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,20
WILLIAMSON-:-EAST MARION 4,WILLIAMSON,199,WILLIAMSON,EAST MARION 4,868,WILLIAMSON:EAST MARION 4,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,13
WILLIAMSON-:-EAST MARION 1,WILLIAMSON,199,WILLIAMSON,EAST MARION 1,591,WILLIAMSON:EAST MARION 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,22
WILLIAMSON-:-CARTERVILLE 5,WILLIAMSON,199,WILLIAMSON,CARTERVILLE 5,873,WILLIAMSON:CARTERVILLE 5,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,32
WILLIAMSON-:-GRASSY 1,WILLIAMSON,199,WILLIAMSON,GRASSY 1,495,WILLIAMSON:GRASSY 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,31
WILLIAMSON-:-HERRIN 3,WILLIAMSON,199,WILLIAMSON,HERRIN 3,552,WILLIAMSON:HERRIN 3,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,9
WILLIAMSON-:-HERRIN 10,WILLIAMSON,199,WILLIAMSON,HERRIN 10,774,WILLIAMSON:HERRIN 10,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,40
WILLIAMSON-:-LAKE CREEK 1,WILLIAMSON,199,WILLIAMSON,LAKE CREEK 1,814,WILLIAMSON:LAKE CREEK 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,15
WILLIAMSON-:-LAKE CREEK 4,WILLIAMSON,199,WILLIAMSON,LAKE CREEK 4,768,WILLIAMSON:LAKE CREEK 4,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,23
WILLIAMSON-:-EAST MARION 3,WILLIAMSON,199,WILLIAMSON,EAST MARION 3,716,WILLIAMSON:EAST MARION 3,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,22
WILLIAMSON-:-LAKE CREEK 2,WILLIAMSON,199,WILLIAMSON,LAKE CREEK 2,556,WILLIAMSON:LAKE CREEK 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,10
WILLIAMSON-:-CREAL SPRINGS 1,WILLIAMSON,199,WILLIAMSON,CREAL SPRINGS 1,588,WILLIAMSON:CREAL SPRINGS 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,14
WILLIAMSON-:-CRAB ORCHARD 1,WILLIAMSON,199,WILLIAMSON,CRAB ORCHARD 1,673,WILLIAMSON:CRAB ORCHARD 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,7
WILLIAMSON-:-WEST MARION 2,WILLIAMSON,199,WILLIAMSON,WEST MARION 2,356,WILLIAMSON:WEST MARION 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,11
WILLIAMSON-:-BLAIRSVILLE 7,WILLIAMSON,199,WILLIAMSON,BLAIRSVILLE 7,694,WILLIAMSON:BLAIRSVILLE 7,GOVERNOR AND LIEUTENANT GOVERNOR,0,11,47
WILLIAMSON-:-CARTERVILLE 3,WILLIAMSON,199,WILLIAMSON,CARTERVILLE 3,1359,WILLIAMSON:CARTERVILLE 3,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,76
WILLIAMSON-:-CARTERVILLE 6,WILLIAMSON,199,WILLIAMSON,CARTERVILLE 6,1180,WILLIAMSON:CARTERVILLE 6,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,48
WILLIAMSON-:-HERRIN 16,WILLIAMSON,199,WILLIAMSON,HERRIN 16,475,WILLIAMSON:HERRIN 16,GOVERNOR AND LIEUTENANT GOVERNOR,0,10,10
WILLIAMSON-:-EAST MARION 9,WILLIAMSON,199,WILLIAMSON,EAST MARION 9,557,WILLIAMSON:EAST MARION 9,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,16
WILLIAMSON-:-WEST MARION 3,WILLIAMSON,199,WILLIAMSON,WEST MARION 3,579,WILLIAMSON:WEST MARION 3,GOVERNOR AND LIEUTENANT GOVERNOR,0,1,21
WILLIAMSON-:-HERRIN 5,WILLIAMSON,199,WILLIAMSON,HERRIN 5,530,WILLIAMSON:HERRIN 5,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,8
WILLIAMSON-:-HERRIN 8,WILLIAMSON,199,WILLIAMSON,HERRIN 8,595,WILLIAMSON:HERRIN 8,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,26
WILLIAMSON-:-CARTERVILLE 7,WILLIAMSON,199,WILLIAMSON,CARTERVILLE 7,1093,WILLIAMSON:CARTERVILLE 7,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,43
WILLIAMSON-:-HERRIN 2,WILLIAMSON,199,WILLIAMSON,HERRIN 2,635,WILLIAMSON:HERRIN 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,15
WILLIAMSON-:-CARTERVILLE 4,WILLIAMSON,199,WILLIAMSON,CARTERVILLE 4,799,WILLIAMSON:CARTERVILLE 4,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,32
WILLIAMSON-:-WEST MARION 6,WILLIAMSON,199,WILLIAMSON,WEST MARION 6,664,WILLIAMSON:WEST MARION 6,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,14
WILLIAMSON-:-WEST MARION 1,WILLIAMSON,199,WILLIAMSON,WEST MARION 1,420,WILLIAMSON:WEST MARION 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,7
WILLIAMSON-:-BLAIRSVILLE 6,WILLIAMSON,199,WILLIAMSON,BLAIRSVILLE 6,490,WILLIAMSON:BLAIRSVILLE 6,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,21
WILLIAMSON-:-CARTERVILLE 2,WILLIAMSON,199,WILLIAMSON,CARTERVILLE 2,821,WILLIAMSON:CARTERVILLE 2,GOVERNOR AND LIEUTENANT GOVERNOR,0,2,55
WILLIAMSON-:-HERRIN 14,WILLIAMSON,199,WILLIAMSON,HERRIN 14,351,WILLIAMSON:HERRIN 14,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,18
WILLIAMSON-:-WEST MARION 9,WILLIAMSON,199,WILLIAMSON,WEST MARION 9,557,WILLIAMSON:WEST MARION 9,GOVERNOR AND LIEUTENANT GOVERNOR,0,0,13
WILLIAMSON-:-SOUTHERN 1,WILLIAMSON,199,WILLIAMSON,SOUTHERN 1,1028,WILLIAMSON:SOUTHERN 1,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,24
WILLIAMSON-:-BLAIRSVILLE 3,WILLIAMSON,199,WILLIAMSON,BLAIRSVILLE 3,790,WILLIAMSON:BLAIRSVILLE 3,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,33
WILL-:-REED PCT 003,WILL,197,WILL,REED PCT 003,1518,WILL:REED PCT 003,GOVERNOR AND LIEUTENANT GOVERNOR,0,10,69
WILL-:-TROY PCT 003,WILL,197,WILL,TROY PCT 003,1244,WILL:TROY PCT 003,GOVERNOR AND LIEUTENANT GOVERNOR,0,11,72
WILL-:-WHEATLAND PCT 038,WILL,197,WILL,WHEATLAND PCT 038,1088,WILL:WHEATLAND PCT 038,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,114
WILL-:-WILMINGTON PCT 002,WILL,197,WILL,WILMINGTON PCT 002,1203,WILL:WILMINGTON PCT 002,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,45
WILL-:-DU PAGE PCT 014,WILL,197,WILL,DU PAGE PCT 014,1556,WILL:DU PAGE PCT 014,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,174
WILL-:-DU PAGE PCT 017,WILL,197,WILL,DU PAGE PCT 017,1757,WILL:DU PAGE PCT 017,GOVERNOR AND LIEUTENANT GOVERNOR,0,10,178
WILL-:-DU PAGE PCT 020,WILL,197,WILL,DU PAGE PCT 020,1376,WILL:DU PAGE PCT 020,GOVERNOR AND LIEUTENANT GOVERNOR,0,15,105
WILL-:-HOMER PCT 010,WILL,197,WILL,HOMER PCT 010,1003,WILL:HOMER PCT 010,GOVERNOR AND LIEUTENANT GOVERNOR,0,10,89
WILL-:-HOMER PCT 013,WILL,197,WILL,HOMER PCT 013,1327,WILL:HOMER PCT 013,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,80
WILL-:-JOLIET PCT 012,WILL,197,WILL,JOLIET PCT 012,1294,WILL:JOLIET PCT 012,GOVERNOR AND LIEUTENANT GOVERNOR,0,12,73
WILL-:-JOLIET PCT 015,WILL,197,WILL,JOLIET PCT 015,1302,WILL:JOLIET PCT 015,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,74
WILL-:-PLAINFIELD PCT 015,WILL,197,WILL,PLAINFIELD PCT 015,2028,WILL:PLAINFIELD PCT 015,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,143
WILL-:-FRANKFORT PCT 019,WILL,197,WILL,FRANKFORT PCT 019,1701,WILL:FRANKFORT PCT 019,GOVERNOR AND LIEUTENANT GOVERNOR,0,15,122
WILL-:-HOMER PCT 012,WILL,197,WILL,HOMER PCT 012,1583,WILL:HOMER PCT 012,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,67
WILL-:-LOCKPORT PCT 015,WILL,197,WILL,LOCKPORT PCT 015,1336,WILL:LOCKPORT PCT 015,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,78
WILL-:-LOCKPORT PCT 018,WILL,197,WILL,LOCKPORT PCT 018,1643,WILL:LOCKPORT PCT 018,GOVERNOR AND LIEUTENANT GOVERNOR,0,16,115
WILL-:-LOCKPORT PCT 021,WILL,197,WILL,LOCKPORT PCT 021,1371,WILL:LOCKPORT PCT 021,GOVERNOR AND LIEUTENANT GOVERNOR,0,14,105
WILL-:-WHEATLAND PCT 014,WILL,197,WILL,WHEATLAND PCT 014,1611,WILL:WHEATLAND PCT 014,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,126
WILL-:-WHEATLAND PCT 017,WILL,197,WILL,WHEATLAND PCT 017,1083,WILL:WHEATLAND PCT 017,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,100
WILL-:-WHEATLAND PCT 020,WILL,197,WILL,WHEATLAND PCT 020,1386,WILL:WHEATLAND PCT 020,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,111
WILL-:-FRANKFORT PCT 006,WILL,197,WILL,FRANKFORT PCT 006,1497,WILL:FRANKFORT PCT 006,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,106
WILL-:-GREEN GARDEN PCT 001,WILL,197,WILL,GREEN GARDEN PCT 001,1495,WILL:GREEN GARDEN PCT 001,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,88
WILL-:-HOMER PCT 002,WILL,197,WILL,HOMER PCT 002,1650,WILL:HOMER PCT 002,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,101
WILL-:-LOCKPORT PCT 005,WILL,197,WILL,LOCKPORT PCT 005,1415,WILL:LOCKPORT PCT 005,GOVERNOR AND LIEUTENANT GOVERNOR,0,13,90
WILL-:-LOCKPORT PCT 008,WILL,197,WILL,LOCKPORT PCT 008,1704,WILL:LOCKPORT PCT 008,GOVERNOR AND LIEUTENANT GOVERNOR,0,11,108
WILL-:-MANHATTAN PCT 004,WILL,197,WILL,MANHATTAN PCT 004,1616,WILL:MANHATTAN PCT 004,GOVERNOR AND LIEUTENANT GOVERNOR,0,17,103
WILL-:-MONEE PCT 002,WILL,197,WILL,MONEE PCT 002,1357,WILL:MONEE PCT 002,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,161
WILL-:-WHEATLAND PCT 004,WILL,197,WILL,WHEATLAND PCT 004,2043,WILL:WHEATLAND PCT 004,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,160
WILL-:-WHEATLAND PCT 027,WILL,197,WILL,WHEATLAND PCT 027,1168,WILL:WHEATLAND PCT 027,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,134
WILL-:-WHEATLAND PCT 030,WILL,197,WILL,WHEATLAND PCT 030,1754,WILL:WHEATLAND PCT 030,GOVERNOR AND LIEUTENANT GOVERNOR,0,10,121
WILL-:-FRANKFORT PCT 020,WILL,197,WILL,FRANKFORT PCT 020,1513,WILL:FRANKFORT PCT 020,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,100
WILL-:-FRANKFORT PCT 023,WILL,197,WILL,FRANKFORT PCT 023,1291,WILL:FRANKFORT PCT 023,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,94
WILL-:-JOLIET PCT 003,WILL,197,WILL,JOLIET PCT 003,1247,WILL:JOLIET PCT 003,GOVERNOR AND LIEUTENANT GOVERNOR,0,10,76
WILL-:-NEW LENOX PCT 007,WILL,197,WILL,NEW LENOX PCT 007,1574,WILL:NEW LENOX PCT 007,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,95
WILL-:-NEW LENOX PCT 010,WILL,197,WILL,NEW LENOX PCT 010,1617,WILL:NEW LENOX PCT 010,GOVERNOR AND LIEUTENANT GOVERNOR,0,13,144
WILL-:-NEW LENOX PCT 013,WILL,197,WILL,NEW LENOX PCT 013,1756,WILL:NEW LENOX PCT 013,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,137
WILL-:-LOCKPORT PCT 004,WILL,197,WILL,LOCKPORT PCT 004,1377,WILL:LOCKPORT PCT 004,GOVERNOR AND LIEUTENANT GOVERNOR,0,13,103
WILL-:-LOCKPORT PCT 024,WILL,197,WILL,LOCKPORT PCT 024,929,WILL:LOCKPORT PCT 024,GOVERNOR AND LIEUTENANT GOVERNOR,0,21,98
WILL-:-MANHATTAN PCT 003,WILL,197,WILL,MANHATTAN PCT 003,1321,WILL:MANHATTAN PCT 003,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,86
WILL-:-WHEATLAND PCT 029,WILL,197,WILL,WHEATLAND PCT 029,1786,WILL:WHEATLAND PCT 029,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,145
WILL-:-WHEATLAND PCT 032,WILL,197,WILL,WHEATLAND PCT 032,1731,WILL:WHEATLAND PCT 032,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,142
WILL-:-LOCKPORT PCT 007,WILL,197,WILL,LOCKPORT PCT 007,1941,WILL:LOCKPORT PCT 007,GOVERNOR AND LIEUTENANT GOVERNOR,0,18,167
WILL-:-JOLIET PCT 018,WILL,197,WILL,JOLIET PCT 018,1410,WILL:JOLIET PCT 018,GOVERNOR AND LIEUTENANT GOVERNOR,0,21,223
WILL-:-FRANKFORT PCT 026,WILL,197,WILL,FRANKFORT PCT 026,1475,WILL:FRANKFORT PCT 026,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,146
WILL-:-FLORENCE PCT 001,WILL,197,WILL,FLORENCE PCT 001,652,WILL:FLORENCE PCT 001,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,33
WILL-:-FRANKFORT PCT 003,WILL,197,WILL,FRANKFORT PCT 003,1687,WILL:FRANKFORT PCT 003,GOVERNOR AND LIEUTENANT GOVERNOR,0,15,115
WILL-:-TROY PCT 001,WILL,197,WILL,TROY PCT 001,2650,WILL:TROY PCT 001,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,144
WILL-:-WASHINGTON PCT 002,WILL,197,WILL,WASHINGTON PCT 002,1701,WILL:WASHINGTON PCT 002,GOVERNOR AND LIEUTENANT GOVERNOR,0,12,113
WILL-:-WHEATLAND PCT 001,WILL,197,WILL,WHEATLAND PCT 001,1196,WILL:WHEATLAND PCT 001,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,93
WILL-:-JOLIET PCT 006,WILL,197,WILL,JOLIET PCT 006,990,WILL:JOLIET PCT 006,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,88
WILL-:-JOLIET PCT 009,WILL,197,WILL,JOLIET PCT 009,1998,WILL:JOLIET PCT 009,GOVERNOR AND LIEUTENANT GOVERNOR,0,19,143
WILL-:-HOMER PCT 016,WILL,197,WILL,HOMER PCT 016,1997,WILL:HOMER PCT 016,GOVERNOR AND LIEUTENANT GOVERNOR,0,14,100
WILL-:-MANHATTAN PCT 001,WILL,197,WILL,MANHATTAN PCT 001,1636,WILL:MANHATTAN PCT 001,GOVERNOR AND LIEUTENANT GOVERNOR,0,16,117
WILL-:-NEW LENOX PCT 011,WILL,197,WILL,NEW LENOX PCT 011,1754,WILL:NEW LENOX PCT 011,GOVERNOR AND LIEUTENANT GOVERNOR,0,18,116
WILL-:-NEW LENOX PCT 014,WILL,197,WILL,NEW LENOX PCT 014,1948,WILL:NEW LENOX PCT 014,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,139
WILL-:-WHEATLAND PCT 018,WILL,197,WILL,WHEATLAND PCT 018,1588,WILL:WHEATLAND PCT 018,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,142
WILL-:-WHEATLAND PCT 021,WILL,197,WILL,WHEATLAND PCT 021,1412,WILL:WHEATLAND PCT 021,GOVERNOR AND LIEUTENANT GOVERNOR,0,3,102
WILL-:-CHANNAHON PCT 002,WILL,197,WILL,CHANNAHON PCT 002,1788,WILL:CHANNAHON PCT 002,GOVERNOR AND LIEUTENANT GOVERNOR,0,21,134
WILL-:-CHANNAHON PCT 005,WILL,197,WILL,CHANNAHON PCT 005,1600,WILL:CHANNAHON PCT 005,GOVERNOR AND LIEUTENANT GOVERNOR,0,13,72
WILL-:-DU PAGE PCT 007,WILL,197,WILL,DU PAGE PCT 007,1432,WILL:DU PAGE PCT 007,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,120
WILL-:-DU PAGE PCT 010,WILL,197,WILL,DU PAGE PCT 010,1659,WILL:DU PAGE PCT 010,GOVERNOR AND LIEUTENANT GOVERNOR,0,25,265
WILL-:-LOCKPORT PCT 009,WILL,197,WILL,LOCKPORT PCT 009,2156,WILL:LOCKPORT PCT 009,GOVERNOR AND LIEUTENANT GOVERNOR,0,16,270
WILL-:-LOCKPORT PCT 012,WILL,197,WILL,LOCKPORT PCT 012,1536,WILL:LOCKPORT PCT 012,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,100
WILL-:-MONEE PCT 003,WILL,197,WILL,MONEE PCT 003,1470,WILL:MONEE PCT 003,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,110
WILL-:-PLAINFIELD PCT 005,WILL,197,WILL,PLAINFIELD PCT 005,1495,WILL:PLAINFIELD PCT 005,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,108
WILL-:-PLAINFIELD PCT 008,WILL,197,WILL,PLAINFIELD PCT 008,1587,WILL:PLAINFIELD PCT 008,GOVERNOR AND LIEUTENANT GOVERNOR,0,10,130
WILL-:-PLAINFIELD PCT 011,WILL,197,WILL,PLAINFIELD PCT 011,834,WILL:PLAINFIELD PCT 011,GOVERNOR AND LIEUTENANT GOVERNOR,0,5,53
WILL-:-CRETE PCT 011,WILL,197,WILL,CRETE PCT 011,1159,WILL:CRETE PCT 011,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,88
WILL-:-DU PAGE PCT 001,WILL,197,WILL,DU PAGE PCT 001,1670,WILL:DU PAGE PCT 001,GOVERNOR AND LIEUTENANT GOVERNOR,0,12,164
WILL-:-DU PAGE PCT 004,WILL,197,WILL,DU PAGE PCT 004,1306,WILL:DU PAGE PCT 004,GOVERNOR AND LIEUTENANT GOVERNOR,0,13,126
WILL-:-DU PAGE PCT 027,WILL,197,WILL,DU PAGE PCT 027,1720,WILL:DU PAGE PCT 027,GOVERNOR AND LIEUTENANT GOVERNOR,0,29,195
WILL-:-DU PAGE PCT 030,WILL,197,WILL,DU PAGE PCT 030,1410,WILL:DU PAGE PCT 030,GOVERNOR AND LIEUTENANT GOVERNOR,0,14,158
WILL-:-PEOTONE PCT 001,WILL,197,WILL,PEOTONE PCT 001,1499,WILL:PEOTONE PCT 001,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,85
WILL-:-PLAINFIELD PCT 002,WILL,197,WILL,PLAINFIELD PCT 002,1612,WILL:PLAINFIELD PCT 002,GOVERNOR AND LIEUTENANT GOVERNOR,0,4,108
WILL-:-PLAINFIELD PCT 022,WILL,197,WILL,PLAINFIELD PCT 022,1077,WILL:PLAINFIELD PCT 022,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,48
WILL-:-PLAINFIELD PCT 025,WILL,197,WILL,PLAINFIELD PCT 025,1797,WILL:PLAINFIELD PCT 025,GOVERNOR AND LIEUTENANT GOVERNOR,0,10,86
WILL-:-PLAINFIELD PCT 028,WILL,197,WILL,PLAINFIELD PCT 028,1557,WILL:PLAINFIELD PCT 028,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,77
WILL-:-PLAINFIELD PCT 031,WILL,197,WILL,PLAINFIELD PCT 031,1366,WILL:PLAINFIELD PCT 031,GOVERNOR AND LIEUTENANT GOVERNOR,0,14,119
WILL-:-CHANNAHON PCT 004,WILL,197,WILL,CHANNAHON PCT 004,1276,WILL:CHANNAHON PCT 004,GOVERNOR AND LIEUTENANT GOVERNOR,0,10,94
WILL-:-DU PAGE PCT 024,WILL,197,WILL,DU PAGE PCT 024,1224,WILL:DU PAGE PCT 024,GOVERNOR AND LIEUTENANT GOVERNOR,0,14,170
WILL-:-FRANKFORT PCT 009,WILL,197,WILL,FRANKFORT PCT 009,1494,WILL:FRANKFORT PCT 009,GOVERNOR AND LIEUTENANT GOVERNOR,0,9,105
WILL-:-FRANKFORT PCT 012,WILL,197,WILL,FRANKFORT PCT 012,1268,WILL:FRANKFORT PCT 012,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,121
WILL-:-JOLIET PCT 023,WILL,197,WILL,JOLIET PCT 023,1165,WILL:JOLIET PCT 023,GOVERNOR AND LIEUTENANT GOVERNOR,0,8,76
WILL-:-JOLIET PCT 026,WILL,197,WILL,JOLIET PCT 026,1209,WILL:JOLIET PCT 026,GOVERNOR AND LIEUTENANT GOVERNOR,0,15,100
WILL-:-JOLIET PCT 029,WILL,197,WILL,JOLIET PCT 029,1241,WILL:JOLIET PCT 029,GOVERNOR AND LIEUTENANT GOVERNOR,0,6,91
WILL-:-HOMER PCT 019,WILL,197,WILL,HOMER PCT 019,1704,WILL:HOMER PCT 019,GOVERNOR AND LIEUTENANT GOVERNOR,0,12,111
WILL-:-JOLIET PCT 001,WILL,197,WILL,JOLIET PCT 001,1406,WILL:JOLIET PCT 001,GOVERNOR AND LIEUTENANT GOVERNOR,0,11,125
WILL-:-JOLIET PCT 004,WILL,197,WILL,JOLIET PCT 004,1304,WILL:JOLIET PCT 004,GOVERNOR AND LIEUTENANT GOVERNOR,0,10,71
WILL-:-JOLIET PCT 024,WILL,197,WILL,JOLIET PCT 024,1196,WILL:JOLIET PCT 024,GOVERNOR AND LIEUTENANT GOVERNOR,0,11,79
WILL-:-WHEATLAND PCT 024,WILL,197,WILL,WHEATLAND PCT 024,2003,WILL:WHEATLAND PCT 024,GOVERNOR AND LIEUTENANT GOVERNOR,0,7,172
WILL-:-MANHATTAN PCT 005,WILL,197,WILL,MANHATTAN PCT 005,1615,WILL:MANHATTAN PCT 005,GOVERNOR AND LIEUTENANT GOVERNOR,0,11,86
WILL-:-NEW LENOX PCT 018,WILL,197,WILL,NEW LENOX PCT 018,1635,WILL:NEW LENOX PCT 018,GOVERNOR AND LIEUTENANT GOVERNOR,0,10,105
